Date,Close,High,Low,Open,Volume,Adj Close,Returns,SMA_20,SMA_50
2024-12-30,251.9230194091797,253.22159473829512,250.47461491371794,251.95298524244893,35557500,251.9230194091797,,,
2024-12-31,250.1449737548828,253.00183336212825,249.15605553782555,252.16275955239965,39480700,250.1449737548828,-0.007057892758140283,,
2025-01-02,243.5821990966797,248.826433311358,241.55442975303322,248.65660659999048,55740700,243.5821990966797,-0.026235884574015045,,
2025-01-03,243.0927276611328,243.91181916074598,241.624340886356,243.0927276611328,40244100,243.0927276611328,-0.002009471288797249,,
2025-01-06,244.73092651367188,247.05836939894766,242.93290033169586,244.04168187374515,45045600,244.73092651367188,0.006738987497901139,,
2025-01-07,241.94400024414062,245.28032844029428,241.08494412707995,242.71314361950866,40856000,241.94400024414062,-0.011387715926354569,,
2025-01-08,242.43344116210938,243.44234164075266,239.78635773622742,241.65429905026372,37628900,242.43344116210938,0.0020229512510121506,,
2025-01-10,236.58987426757812,239.8962364632009,232.74409661721964,239.7463920626497,61710900,236.58987426757812,-0.024103798826267564,,
2025-01-13,234.14256286621094,234.41227060505477,229.46771001708314,233.27352322575203,49630700,234.14256286621094,-0.010344108804078989,,
2025-01-14,233.02378845214844,235.8606656353981,232.21468051006943,234.49217517741417,39435300,233.02378845214844,-0.004778176169113579,,
2025-01-15,237.60874938964844,238.6975638581554,234.17252500331003,234.38230107288462,39832000,237.60874938964844,0.01967593509639265,,
2025-01-16,228.00930786132812,237.74859991927732,227.7795647267042,237.089336348529,71759100,228.00930786132812,-0.04040020223572849,,
2025-01-17,229.7274169921875,232.03487756376998,228.22906438809179,231.86506609768284,68488300,229.7274169921875,0.007535258744368001,,
2025-01-21,222.39547729492188,224.17352112887505,219.13906319002535,223.75398423747347,98070400,222.39547729492188,-0.03191582351493971,,
2025-01-22,223.58416748046875,223.87384226456615,219.54859611049605,219.54859611049605,64126500,223.58416748046875,0.005344938665144516,,
2025-01-23,223.41436767578125,226.78066167492807,222.05586069453574,224.493183388126,60234800,223.41436767578125,-0.0007594446717803516,,
2025-01-24,222.5353240966797,225.38220009721186,221.16683361690275,224.53312753788666,54697900,222.5353240966797,-0.003934588398438299,,
2025-01-27,229.6075439453125,231.89502211760887,223.73399710835045,223.77396171163917,94863400,229.6075439453125,0.03178021232063055,,
2025-01-28,237.99832153320312,239.9262098046868,230.55650666713984,230.59647127201654,75707600,237.99832153320312,0.03654399783087747,,
2025-01-29,239.0971221923828,239.5965730646729,233.75299176206667,233.86287156365174,45486100,239.0971221923828,0.0046168420520831255,235.7792655944824,
2025-01-30,237.3290557861328,240.52553823889048,236.94948349745044,238.40787147181928,55658300,237.3290557861328,-0.0073947623879278,235.04956741333007,
2025-01-31,235.74081420898438,246.91852728753366,233.18362815459494,246.91852728753366,101075100,235.74081420898438,-0.006692149732309471,234.32935943603516,
2025-02-03,227.75958251953125,231.5753945205246,225.45212191586603,229.73741895869952,73063300,227.75958251953125,-0.03385596048030004,233.53822860717773,
2025-02-04,232.54432678222656,232.87396618357337,226.40107197135944,227.00041910872287,45067300,232.54432678222656,0.021007872466946687,233.01080856323242,
2025-02-05,232.21469116210938,232.4144684638066,228.0193068583431,228.27901582634638,39620300,232.21469116210938,-0.0014175173597156254,232.3849967956543,
2025-02-06,232.9638671875,233.54323203112875,230.17692277145878,231.0359788855247,29925300,232.9638671875,0.003226221483410008,231.93599014282228,
2025-02-07,227.3800048828125,233.74300400322835,227.0104008794231,232.3445476829273,39707200,227.3800048828125,-0.023968791264069034,231.1833183288574,
2025-02-10,227.64999389648438,230.58999633789062,227.1999969482422,229.57000732421875,33115600,227.64999389648438,0.0011873911860060815,230.73632431030273,
2025-02-11,232.6199951171875,235.22999572753906,228.1300048828125,228.1999969482422,53718400,232.6199951171875,0.021831765227118938,230.66019592285156,
2025-02-12,236.8699951171875,236.9600067138672,230.67999267578125,231.1999969482422,45243300,236.8699951171875,0.018270140526221557,230.8525062561035,
2025-02-13,241.52999877929688,242.33999633789062,235.57000732421875,236.91000366210938,53614100,241.52999877929688,0.01967325435120615,231.04856872558594,
2025-02-14,244.60000610351562,245.5500030517578,240.99000549316406,241.25,40896200,244.60000610351562,0.012710666748373622,231.87810363769532,
